Subject,Vignette,Face,Arousal,StoryEmotion,FaceExpression,RT
46,12,Anger 2 Female.JPG,3.16,Anger,Anger,1969
47,11,Anger 2 Female.JPG,3.16,Anger,Anger,1475
48,12,Anger 2 Female.JPG,3.16,Anger,Anger,1390
50,12,Anger 2 Female.JPG,3.16,Anger,Anger,2279
51,11,Anger 2 Female.JPG,3.16,Anger,Anger,1277
52,12,Anger 2 Female.JPG,3.16,Anger,Anger,1263
53,11,Anger 2 Female.JPG,3.16,Anger,Anger,2604
54,12,Anger 2 Female.JPG,3.16,Anger,Anger,1625
55,12,Anger 2 Female.JPG,3.16,Anger,Anger,2654
56,11,Anger 2 Female.JPG,3.16,Anger,Anger,1752
58,12,Anger 2 Female.JPG,3.16,Anger,Anger,1138
59,11,Anger 2 Female.JPG,3.16,Anger,Anger,919
60,12,Anger 2 Female.JPG,3.16,Anger,Anger,488
62,12,Anger 2 Female.JPG,3.16,Anger,Anger,3168
63,11,Anger 2 Female.JPG,3.16,Anger,Anger,1166
64,11,Anger 2 Female.JPG,3.16,Anger,Anger,1173
65,11,Anger 2 Female.JPG,3.16,Anger,Anger,1127
66,11,Anger 2 Female.JPG,3.16,Anger,Anger,1086
67,11,Anger 2 Female.JPG,3.16,Anger,Anger,1310
68,11,Anger 2 Female.JPG,3.16,Anger,Anger,1010
69,11,Anger 2 Female.JPG,3.16,Anger,Anger,933
70,12,Anger 2 Female.JPG,3.16,Anger,Anger,1105
71,11,Anger 2 Female.JPG,3.16,Anger,Anger,2903
72,11,Anger 2 Female.JPG,3.16,Anger,Anger,3644
39,4,Anger 2 Male.JPG,3.52,Anger,Anger,2137
40,3,Anger 2 Male.JPG,3.52,Anger,Anger,2008
42,4,Anger 2 Male.JPG,3.52,Anger,Anger,1714
44,3,Anger 2 Male.JPG,3.52,Anger,Anger,1180
45,4,Anger 2 Male.JPG,3.52,Anger,Anger,1350
46,4,Anger 2 Male.JPG,3.52,Anger,Anger,2168
47,3,Anger 2 Male.JPG,3.52,Anger,Anger,1702
48,4,Anger 2 Male.JPG,3.52,Anger,Anger,2271
50,4,Anger 2 Male.JPG,3.52,Anger,Anger,4474
51,3,Anger 2 Male.JPG,3.52,Anger,Anger,1351
52,4,Anger 2 Male.JPG,3.52,Anger,Anger,1227
53,3,Anger 2 Male.JPG,3.52,Anger,Anger,3697
54,4,Anger 2 Male.JPG,3.52,Anger,Anger,5565
55,4,Anger 2 Male.JPG,3.52,Anger,Anger,2140
56,3,Anger 2 Male.JPG,3.52,Anger,Anger,1164
57,4,Anger 2 Male.JPG,3.52,Anger,Anger,3394
58,4,Anger 2 Male.JPG,3.52,Anger,Anger,1597
59,3,Anger 2 Male.JPG,3.52,Anger,Anger,1217
60,4,Anger 2 Male.JPG,3.52,Anger,Anger,611
61,4,Anger 2 Male.JPG,3.52,Anger,Anger,1176
62,4,Anger 2 Male.JPG,3.52,Anger,Anger,5249
63,3,Anger 2 Male.JPG,3.52,Anger,Anger,898
64,3,Anger 2 Male.JPG,3.52,Anger,Anger,1610
65,3,Anger 2 Male.JPG,3.52,Anger,Anger,1227
66,3,Anger 2 Male.JPG,3.52,Anger,Anger,1118
67,3,Anger 2 Male.JPG,3.52,Anger,Anger,1171
68,3,Anger 2 Male.JPG,3.52,Anger,Anger,1141
69,3,Anger 2 Male.JPG,3.52,Anger,Anger,1017
70,4,Anger 2 Male.JPG,3.52,Anger,Anger,1082
71,3,Anger 2 Male.JPG,3.52,Anger,Anger,1724
72,3,Anger 2 Male.JPG,3.52,Anger,Anger,5565
38,14,Anger 3 Female.JPG,2.89,Anger,Anger,3841
39,14,Anger 3 Female.JPG,2.89,Anger,Anger,5018
40,13,Anger 3 Female.JPG,2.89,Anger,Anger,1136
42,14,Anger 3 Female.JPG,2.89,Anger,Anger,2585
45,14,Anger 3 Female.JPG,2.89,Anger,Anger,3411
46,14,Anger 3 Female.JPG,2.89,Anger,Anger,2251
47,13,Anger 3 Female.JPG,2.89,Anger,Anger,1450
48,14,Anger 3 Female.JPG,2.89,Anger,Anger,3033
50,14,Anger 3 Female.JPG,2.89,Anger,Anger,5341
51,13,Anger 3 Female.JPG,2.89,Anger,Anger,1403
52,14,Anger 3 Female.JPG,2.89,Anger,Anger,1900
53,13,Anger 3 Female.JPG,2.89,Anger,Anger,5565
54,14,Anger 3 Female.JPG,2.89,Anger,Anger,2144
55,14,Anger 3 Female.JPG,2.89,Anger,Anger,1804
56,13,Anger 3 Female.JPG,2.89,Anger,Anger,1636
58,14,Anger 3 Female.JPG,2.89,Anger,Anger,1454
59,13,Anger 3 Female.JPG,2.89,Anger,Anger,1614
60,14,Anger 3 Female.JPG,2.89,Anger,Anger,682
61,14,Anger 3 Female.JPG,2.89,Anger,Anger,1223
62,14,Anger 3 Female.JPG,2.89,Anger,Anger,3216
63,13,Anger 3 Female.JPG,2.89,Anger,Anger,1338
64,13,Anger 3 Female.JPG,2.89,Anger,Anger,998
65,13,Anger 3 Female.JPG,2.89,Anger,Anger,1181
66,13,Anger 3 Female.JPG,2.89,Anger,Anger,1763
67,13,Anger 3 Female.JPG,2.89,Anger,Anger,1807
68,13,Anger 3 Female.JPG,2.89,Anger,Anger,902
69,13,Anger 3 Female.JPG,2.89,Anger,Anger,1269
70,14,Anger 3 Female.JPG,2.89,Anger,Anger,1675
71,13,Anger 3 Female.JPG,2.89,Anger,Anger,1933
38,6,Anger 3 Male.JPG,2.87,Anger,Anger,2688
39,6,Anger 3 Male.JPG,2.87,Anger,Anger,1945
40,5,Anger 3 Male.JPG,2.87,Anger,Anger,1193
42,6,Anger 3 Male.JPG,2.87,Anger,Anger,1901
44,5,Anger 3 Male.JPG,2.87,Anger,Anger,1708
45,6,Anger 3 Male.JPG,2.87,Anger,Anger,1633
46,6,Anger 3 Male.JPG,2.87,Anger,Anger,1662
47,5,Anger 3 Male.JPG,2.87,Anger,Anger,1367
48,6,Anger 3 Male.JPG,2.87,Anger,Anger,1022
50,6,Anger 3 Male.JPG,2.87,Anger,Anger,3213
51,5,Anger 3 Male.JPG,2.87,Anger,Anger,1373
52,6,Anger 3 Male.JPG,2.87,Anger,Anger,1085
53,5,Anger 3 Male.JPG,2.87,Anger,Anger,2604
54,6,Anger 3 Male.JPG,2.87,Anger,Anger,2246
55,6,Anger 3 Male.JPG,2.87,Anger,Anger,1372
57,6,Anger 3 Male.JPG,2.87,Anger,Anger,3455
58,6,Anger 3 Male.JPG,2.87,Anger,Anger,1810
59,5,Anger 3 Male.JPG,2.87,Anger,Anger,905
60,6,Anger 3 Male.JPG,2.87,Anger,Anger,865
61,6,Anger 3 Male.JPG,2.87,Anger,Anger,1393
62,6,Anger 3 Male.JPG,2.87,Anger,Anger,2594
63,5,Anger 3 Male.JPG,2.87,Anger,Anger,1206
66,5,Anger 3 Male.JPG,2.87,Anger,Anger,1124
67,5,Anger 3 Male.JPG,2.87,Anger,Anger,1024
68,5,Anger 3 Male.JPG,2.87,Anger,Anger,1086
69,5,Anger 3 Male.JPG,2.87,Anger,Anger,836
70,6,Anger 3 Male.JPG,2.87,Anger,Anger,1061
71,5,Anger 3 Male.JPG,2.87,Anger,Anger,1999
72,5,Anger 3 Male.JPG,2.87,Anger,Anger,1888
38,16,Anger 4 Female.JPG,3.17,Anger,Anger,1990
39,16,Anger 4 Female.JPG,3.17,Anger,Anger,2290
40,15,Anger 4 Female.JPG,3.17,Anger,Anger,1210
42,16,Anger 4 Female.JPG,3.17,Anger,Anger,1566
44,15,Anger 4 Female.JPG,3.17,Anger,Anger,1128
45,16,Anger 4 Female.JPG,3.17,Anger,Anger,2221
46,16,Anger 4 Female.JPG,3.17,Anger,Anger,2496
47,15,Anger 4 Female.JPG,3.17,Anger,Anger,1520
48,16,Anger 4 Female.JPG,3.17,Anger,Anger,895
50,16,Anger 4 Female.JPG,3.17,Anger,Anger,4342
51,15,Anger 4 Female.JPG,3.17,Anger,Anger,1857
52,16,Anger 4 Female.JPG,3.17,Anger,Anger,1116
53,15,Anger 4 Female.JPG,3.17,Anger,Anger,2982
54,16,Anger 4 Female.JPG,3.17,Anger,Anger,1745
55,16,Anger 4 Female.JPG,3.17,Anger,Anger,1192
56,15,Anger 4 Female.JPG,3.17,Anger,Anger,1668
58,16,Anger 4 Female.JPG,3.17,Anger,Anger,1839
59,15,Anger 4 Female.JPG,3.17,Anger,Anger,776
60,16,Anger 4 Female.JPG,3.17,Anger,Anger,853
61,16,Anger 4 Female.JPG,3.17,Anger,Anger,1195
62,16,Anger 4 Female.JPG,3.17,Anger,Anger,1462
63,15,Anger 4 Female.JPG,3.17,Anger,Anger,829
64,15,Anger 4 Female.JPG,3.17,Anger,Anger,1023
65,15,Anger 4 Female.JPG,3.17,Anger,Anger,1255
66,15,Anger 4 Female.JPG,3.17,Anger,Anger,1032
67,15,Anger 4 Female.JPG,3.17,Anger,Anger,1324
68,15,Anger 4 Female.JPG,3.17,Anger,Anger,1173
69,15,Anger 4 Female.JPG,3.17,Anger,Anger,757
70,16,Anger 4 Female.JPG,3.17,Anger,Anger,1077
71,15,Anger 4 Female.JPG,3.17,Anger,Anger,2358
72,15,Anger 4 Female.JPG,3.17,Anger,Anger,4795
38,8,Anger 4 Male.JPG,3.39,Anger,Anger,5565
39,8,Anger 4 Male.JPG,3.39,Anger,Anger,2021
40,7,Anger 4 Male.JPG,3.39,Anger,Anger,1346
42,8,Anger 4 Male.JPG,3.39,Anger,Anger,2724
44,7,Anger 4 Male.JPG,3.39,Anger,Anger,1186
45,8,Anger 4 Male.JPG,3.39,Anger,Anger,2338
46,8,Anger 4 Male.JPG,3.39,Anger,Anger,2033
48,8,Anger 4 Male.JPG,3.39,Anger,Anger,1076
50,8,Anger 4 Male.JPG,3.39,Anger,Anger,5565
51,7,Anger 4 Male.JPG,3.39,Anger,Anger,1824
53,7,Anger 4 Male.JPG,3.39,Anger,Anger,2971
54,8,Anger 4 Male.JPG,3.39,Anger,Anger,1949
55,8,Anger 4 Male.JPG,3.39,Anger,Anger,2732
56,7,Anger 4 Male.JPG,3.39,Anger,Anger,3880
57,8,Anger 4 Male.JPG,3.39,Anger,Anger,2661
58,8,Anger 4 Male.JPG,3.39,Anger,Anger,1412
59,7,Anger 4 Male.JPG,3.39,Anger,Anger,890
60,8,Anger 4 Male.JPG,3.39,Anger,Anger,695
61,8,Anger 4 Male.JPG,3.39,Anger,Anger,1154
62,8,Anger 4 Male.JPG,3.39,Anger,Anger,2125
63,7,Anger 4 Male.JPG,3.39,Anger,Anger,752
64,7,Anger 4 Male.JPG,3.39,Anger,Anger,1697
65,7,Anger 4 Male.JPG,3.39,Anger,Anger,991
66,7,Anger 4 Male.JPG,3.39,Anger,Anger,1191
67,7,Anger 4 Male.JPG,3.39,Anger,Anger,2165
68,7,Anger 4 Male.JPG,3.39,Anger,Anger,746
69,7,Anger 4 Male.JPG,3.39,Anger,Anger,1141
70,8,Anger 4 Male.JPG,3.39,Anger,Anger,2077
71,7,Anger 4 Male.JPG,3.39,Anger,Anger,2172
38,25,Anger 5 Female.JPG,3.33,Fear,Anger,2938
39,25,Anger 5 Female.JPG,3.33,Fear,Anger,4421
40,26,Anger 5 Female.JPG,3.33,Fear,Anger,1580
42,25,Anger 5 Female.JPG,3.33,Fear,Anger,3543
44,26,Anger 5 Female.JPG,3.33,Fear,Anger,2961
45,25,Anger 5 Female.JPG,3.33,Fear,Anger,5116
46,25,Anger 5 Female.JPG,3.33,Fear,Anger,1533
48,25,Anger 5 Female.JPG,3.33,Fear,Anger,1706
51,26,Anger 5 Female.JPG,3.33,Fear,Anger,9479
53,26,Anger 5 Female.JPG,3.33,Fear,Anger,3055
55,25,Anger 5 Female.JPG,3.33,Fear,Anger,969
56,26,Anger 5 Female.JPG,3.33,Fear,Anger,1463
57,25,Anger 5 Female.JPG,3.33,Fear,Anger,2094
58,25,Anger 5 Female.JPG,3.33,Fear,Anger,1460
59,26,Anger 5 Female.JPG,3.33,Fear,Anger,1387
60,25,Anger 5 Female.JPG,3.33,Fear,Anger,499
61,25,Anger 5 Female.JPG,3.33,Fear,Anger,1229
62,25,Anger 5 Female.JPG,3.33,Fear,Anger,2955
63,26,Anger 5 Female.JPG,3.33,Fear,Anger,973
64,26,Anger 5 Female.JPG,3.33,Fear,Anger,1964
65,26,Anger 5 Female.JPG,3.33,Fear,Anger,1894
66,26,Anger 5 Female.JPG,3.33,Fear,Anger,1638
67,26,Anger 5 Female.JPG,3.33,Fear,Anger,2341
68,26,Anger 5 Female.JPG,3.33,Fear,Anger,1385
70,25,Anger 5 Female.JPG,3.33,Fear,Anger,929
71,26,Anger 5 Female.JPG,3.33,Fear,Anger,2120
72,26,Anger 5 Female.JPG,3.33,Fear,Anger,3456
38,17,Anger 5 Male.JPG,3.27,Fear,Fear,4881
39,17,Anger 5 Male.JPG,3.27,Fear,Fear,2694
40,18,Anger 5 Male.JPG,3.27,Fear,Anger,1616
42,17,Anger 5 Male.JPG,3.27,Fear,Fear,2870
44,18,Anger 5 Male.JPG,3.27,Fear,Anger,1955
45,17,Anger 5 Male.JPG,3.27,Fear,Fear,3690
46,17,Anger 5 Male.JPG,3.27,Fear,Fear,1738
47,18,Anger 5 Male.JPG,3.27,Fear,Anger,3253
48,17,Anger 5 Male.JPG,3.27,Fear,Fear,945
50,17,Anger 5 Male.JPG,3.27,Fear,Fear,6088
51,18,Anger 5 Male.JPG,3.27,Fear,Anger,1632
52,17,Anger 5 Male.JPG,3.27,Fear,Fear,1228
53,18,Anger 5 Male.JPG,3.27,Fear,Anger,2373
54,17,Anger 5 Male.JPG,3.27,Fear,Fear,1697
55,17,Anger 5 Male.JPG,3.27,Fear,Fear,2936
56,18,Anger 5 Male.JPG,3.27,Fear,Anger,1450
58,17,Anger 5 Male.JPG,3.27,Fear,Fear,1332
59,18,Anger 5 Male.JPG,3.27,Fear,Anger,672
60,17,Anger 5 Male.JPG,3.27,Fear,Fear,562
61,17,Anger 5 Male.JPG,3.27,Fear,Fear,1207
62,17,Anger 5 Male.JPG,3.27,Fear,Fear,3059
63,18,Anger 5 Male.JPG,3.27,Fear,Anger,1057
64,18,Anger 5 Male.JPG,3.27,Fear,Anger,790
65,18,Anger 5 Male.JPG,3.27,Fear,Anger,1289
66,18,Anger 5 Male.JPG,3.27,Fear,Anger,1414
67,18,Anger 5 Male.JPG,3.27,Fear,Anger,1340
68,18,Anger 5 Male.JPG,3.27,Fear,Anger,959
69,18,Anger 5 Male.JPG,3.27,Fear,Anger,1163
70,17,Anger 5 Male.JPG,3.27,Fear,Fear,1689
71,18,Anger 5 Male.JPG,3.27,Fear,Anger,3174
72,18,Anger 5 Male.JPG,3.27,Fear,Anger,3566
38,27,Anger 6 Female.JPG,3.1,Fear,Anger,5564
39,27,Anger 6 Female.JPG,3.1,Fear,Anger,5826
40,28,Anger 6 Female.JPG,3.1,Fear,Anger,2247
44,28,Anger 6 Female.JPG,3.1,Fear,Anger,3150
48,27,Anger 6 Female.JPG,3.1,Fear,Anger,7913
52,27,Anger 6 Female.JPG,3.1,Fear,Anger,1272
53,28,Anger 6 Female.JPG,3.1,Fear,Anger,6904
55,27,Anger 6 Female.JPG,3.1,Fear,Anger,1017
56,28,Anger 6 Female.JPG,3.1,Fear,Anger,1547
57,27,Anger 6 Female.JPG,3.1,Fear,Anger,6568
58,27,Anger 6 Female.JPG,3.1,Fear,Anger,2320
59,28,Anger 6 Female.JPG,3.1,Fear,Anger,1157
60,27,Anger 6 Female.JPG,3.1,Fear,Anger,658
62,27,Anger 6 Female.JPG,3.1,Fear,Anger,7079
64,28,Anger 6 Female.JPG,3.1,Fear,Anger,2938
66,28,Anger 6 Female.JPG,3.1,Fear,Anger,1369
67,28,Anger 6 Female.JPG,3.1,Fear,Anger,1232
68,28,Anger 6 Female.JPG,3.1,Fear,Anger,1215
69,28,Anger 6 Female.JPG,3.1,Fear,Anger,1619
70,27,Anger 6 Female.JPG,3.1,Fear,Anger,1968
71,28,Anger 6 Female.JPG,3.1,Fear,Anger,3176
72,28,Anger 6 Female.JPG,3.1,Fear,Anger,9479
38,19,Anger 6 Male.JPG,3.77,Fear,Anger,3423
39,19,Anger 6 Male.JPG,3.77,Fear,Anger,2788
40,20,Anger 6 Male.JPG,3.77,Fear,Anger,1186
42,19,Anger 6 Male.JPG,3.77,Fear,Anger,4730
45,19,Anger 6 Male.JPG,3.77,Fear,Anger,1451
46,19,Anger 6 Male.JPG,3.77,Fear,Anger,1616
47,20,Anger 6 Male.JPG,3.77,Fear,Anger,3012
48,19,Anger 6 Male.JPG,3.77,Fear,Anger,1323
51,20,Anger 6 Male.JPG,3.77,Fear,Anger,4246
52,19,Anger 6 Male.JPG,3.77,Fear,Anger,1561
53,20,Anger 6 Male.JPG,3.77,Fear,Anger,2623
54,19,Anger 6 Male.JPG,3.77,Fear,Anger,2656
55,19,Anger 6 Male.JPG,3.77,Fear,Anger,3089
56,20,Anger 6 Male.JPG,3.77,Fear,Anger,2274
57,19,Anger 6 Male.JPG,3.77,Fear,Anger,2100
59,20,Anger 6 Male.JPG,3.77,Fear,Anger,1250
62,19,Anger 6 Male.JPG,3.77,Fear,Anger,2775
63,20,Anger 6 Male.JPG,3.77,Fear,Anger,1436
64,20,Anger 6 Male.JPG,3.77,Fear,Anger,1937
65,20,Anger 6 Male.JPG,3.77,Fear,Anger,994
66,20,Anger 6 Male.JPG,3.77,Fear,Anger,1225
67,20,Anger 6 Male.JPG,3.77,Fear,Anger,1169
68,20,Anger 6 Male.JPG,3.77,Fear,Anger,1376
69,20,Anger 6 Male.JPG,3.77,Fear,Anger,921
70,19,Anger 6 Male.JPG,3.77,Fear,Anger,1737
71,20,Anger 6 Male.JPG,3.77,Fear,Anger,3333
72,20,Anger 6 Male.JPG,3.77,Fear,Anger,8473
38,29,Anger 7 Female.JPG,3.43,Fear,Anger,3104
39,29,Anger 7 Female.JPG,3.43,Fear,Anger,2297
40,30,Anger 7 Female.JPG,3.43,Fear,Anger,1149
42,29,Anger 7 Female.JPG,3.43,Fear,Anger,3095
44,30,Anger 7 Female.JPG,3.43,Fear,Anger,2509
46,29,Anger 7 Female.JPG,3.43,Fear,Anger,2897
47,30,Anger 7 Female.JPG,3.43,Fear,Anger,2246
51,30,Anger 7 Female.JPG,3.43,Fear,Anger,1809
52,29,Anger 7 Female.JPG,3.43,Fear,Anger,1458
53,30,Anger 7 Female.JPG,3.43,Fear,Anger,2208
54,29,Anger 7 Female.JPG,3.43,Fear,Anger,1914
55,29,Anger 7 Female.JPG,3.43,Fear,Anger,1507
56,30,Anger 7 Female.JPG,3.43,Fear,Anger,1822
57,29,Anger 7 Female.JPG,3.43,Fear,Anger,2477
58,29,Anger 7 Female.JPG,3.43,Fear,Anger,1482
59,30,Anger 7 Female.JPG,3.43,Fear,Anger,1110
60,29,Anger 7 Female.JPG,3.43,Fear,Anger,828
61,29,Anger 7 Female.JPG,3.43,Fear,Anger,1200
63,30,Anger 7 Female.JPG,3.43,Fear,Anger,1304
65,30,Anger 7 Female.JPG,3.43,Fear,Anger,1069
66,30,Anger 7 Female.JPG,3.43,Fear,Anger,3031
67,30,Anger 7 Female.JPG,3.43,Fear,Anger,2971
68,30,Anger 7 Female.JPG,3.43,Fear,Anger,1330
70,29,Anger 7 Female.JPG,3.43,Fear,Anger,1334
71,30,Anger 7 Female.JPG,3.43,Fear,Anger,1721
72,30,Anger 7 Female.JPG,3.43,Fear,Anger,5326
39,21,Anger 7 Male.JPG,3.23,Fear,Anger,2972
44,22,Anger 7 Male.JPG,3.23,Fear,Anger,1743
45,21,Anger 7 Male.JPG,3.23,Fear,Anger,9479
46,21,Anger 7 Male.JPG,3.23,Fear,Anger,2400
47,22,Anger 7 Male.JPG,3.23,Fear,Anger,3371
51,22,Anger 7 Male.JPG,3.23,Fear,Anger,2137
52,21,Anger 7 Male.JPG,3.23,Fear,Anger,1416
53,22,Anger 7 Male.JPG,3.23,Fear,Anger,3672
55,21,Anger 7 Male.JPG,3.23,Fear,Anger,3124
56,22,Anger 7 Male.JPG,3.23,Fear,Anger,2056
57,21,Anger 7 Male.JPG,3.23,Fear,Anger,3635
58,21,Anger 7 Male.JPG,3.23,Fear,Anger,2871
59,22,Anger 7 Male.JPG,3.23,Fear,Anger,654
60,21,Anger 7 Male.JPG,3.23,Fear,Anger,1010
63,22,Anger 7 Male.JPG,3.23,Fear,Anger,1198
64,22,Anger 7 Male.JPG,3.23,Fear,Anger,1517
65,22,Anger 7 Male.JPG,3.23,Fear,Anger,1020
66,22,Anger 7 Male.JPG,3.23,Fear,Anger,1829
67,22,Anger 7 Male.JPG,3.23,Fear,Anger,1994
69,22,Anger 7 Male.JPG,3.23,Fear,Anger,825
70,21,Anger 7 Male.JPG,3.23,Fear,Anger,1308
71,22,Anger 7 Male.JPG,3.23,Fear,Anger,2310
38,31,Anger 8 Female.JPG,2.78,Fear,Anger,5835
39,31,Anger 8 Female.JPG,2.78,Fear,Anger,5227
40,32,Anger 8 Female.JPG,2.78,Fear,Anger,1635
42,31,Anger 8 Female.JPG,2.78,Fear,Anger,4773
44,32,Anger 8 Female.JPG,2.78,Fear,Anger,3082
45,31,Anger 8 Female.JPG,2.78,Fear,Anger,9479
46,31,Anger 8 Female.JPG,2.78,Fear,Anger,2277
48,31,Anger 8 Female.JPG,2.78,Fear,Anger,2032
50,31,Anger 8 Female.JPG,2.78,Fear,Anger,7024
51,32,Anger 8 Female.JPG,2.78,Fear,Anger,1504
53,32,Anger 8 Female.JPG,2.78,Fear,Anger,2820
56,32,Anger 8 Female.JPG,2.78,Fear,Anger,2074
57,31,Anger 8 Female.JPG,2.78,Fear,Anger,2940
58,31,Anger 8 Female.JPG,2.78,Fear,Anger,1668
59,32,Anger 8 Female.JPG,2.78,Fear,Anger,1700
62,31,Anger 8 Female.JPG,2.78,Fear,Anger,4113
63,32,Anger 8 Female.JPG,2.78,Fear,Anger,1424
64,32,Anger 8 Female.JPG,2.78,Fear,Anger,1450
65,32,Anger 8 Female.JPG,2.78,Fear,Anger,1698
66,32,Anger 8 Female.JPG,2.78,Fear,Anger,1759
67,32,Anger 8 Female.JPG,2.78,Fear,Anger,1811
69,32,Anger 8 Female.JPG,2.78,Fear,Anger,1426
70,31,Anger 8 Female.JPG,2.78,Fear,Anger,1147
71,32,Anger 8 Female.JPG,2.78,Fear,Anger,3607
72,32,Anger 8 Female.JPG,2.78,Fear,Anger,5730
38,23,Anger 8 Male.JPG,3.3,Fear,Anger,2429
39,23,Anger 8 Male.JPG,3.3,Fear,Anger,1818
40,24,Anger 8 Male.JPG,3.3,Fear,Anger,1909
42,23,Anger 8 Male.JPG,3.3,Fear,Anger,2586
45,23,Anger 8 Male.JPG,3.3,Fear,Anger,4272
46,23,Anger 8 Male.JPG,3.3,Fear,Anger,1621
48,23,Anger 8 Male.JPG,3.3,Fear,Anger,1679
52,23,Anger 8 Male.JPG,3.3,Fear,Anger,937
53,24,Anger 8 Male.JPG,3.3,Fear,Anger,7045
54,23,Anger 8 Male.JPG,3.3,Fear,Anger,1679
55,23,Anger 8 Male.JPG,3.3,Fear,Anger,4906
56,24,Anger 8 Male.JPG,3.3,Fear,Anger,1330
57,23,Anger 8 Male.JPG,3.3,Fear,Anger,3778
58,23,Anger 8 Male.JPG,3.3,Fear,Anger,1299
59,24,Anger 8 Male.JPG,3.3,Fear,Anger,1405
61,23,Anger 8 Male.JPG,3.3,Fear,Anger,1297
62,23,Anger 8 Male.JPG,3.3,Fear,Anger,3467
63,24,Anger 8 Male.JPG,3.3,Fear,Anger,1541
65,24,Anger 8 Male.JPG,3.3,Fear,Anger,1655
66,24,Anger 8 Male.JPG,3.3,Fear,Anger,1821
67,24,Anger 8 Male.JPG,3.3,Fear,Anger,1272
